ticker
SLM
WRLD
COF
AXP
CACC
RM
ECPG
GDOT
PRAA
FLY
EZPW
JPM
C
BAC
NDAQ
SPGI
MSCI
CME
CODI
MCO
ICE
CBOE
TPL
LC
VOYA
FG
PICO
BRK-B
ONDK
AMRK
PGR
TRV
WRB
GL
STC
RLI
FAF
EHTH
BRO
PFG
AFL
UNM
CB
RNR
THG
AMSF
AXS
MMC
WLTW
AJG
AEL
TRUP
ERIE
AON
CNA
AIZ
CNO
HRTG
KMPR
HMN
PRU
MCY
MET
GNW
LNC
FNF
PRI
FNHC
SAFT
ALL
STFC
PRA
HCI
FFG
RGA
UIHC
LMND
MHLD
AFSI
JOE
CBRE
ASPS
JLL
RMAX
MMI
HHC
WE
OCN
CLGX
DCOM
WD
AX
OCFC
TBNK
BFIN
MTG
TREE
NMIH
PFSI
ESNT
BIIB
MDXG
ARRY
EXAS
QURE
RARE
UTHR
MNTA
CRSP
GILD
AMGN
VNDA
INVA
IMMU
CELG
ALXN
ALKS
AGEN
LXRX
OMED
SHPG
MRNA
INSM
MESO
BPMC
VRTX
OPK
SGEN
TSRO
PTCT
LGND
GHDX
KPTI
EGRX
ISEE
HALO
INSY
ACOR
FPRX
IMDZ
IONS
BLUE
ACAD
MNKD
SGMO
TTOO
SPPI
CYTK
PRTA
MGNX
REGN
AGIO
AMRN
INCY
ALNY
CLVS
KERX
FOLD
BCRX
RGEN
MACK
ADAP
CMRX
SAGE
RDUS
ARDX
EXEL
SRPT
BMRN
NVTA
ONCE
EBS
DVAX
RIGL
GERN
PBYI
IRWD
XNCR
ZIOP
ADMS
RGLS
XLRN
RTRX
FGEN
STML
GBT
FATE
BGNE
DNLI
CLDX
VTVT
IMGN
EPZM
GLYC
KDNY
NVAX
ICPT
PGEN
PTLA
MYGN
CARA
NBIX
INO
ARNA
LJPC
INFI
VSTM
TGTX
ABEO
CRBP
LUMO
KMDA
PDLI
ASND
MYOV
FREQ
AGTC
ARWR
ENTA
TRVN
ONVO
AMAG
ISRG
ABT
ALGN
EW
WST
DXCM
VAR
MASI
BSX
IART
GMED
MMSI
CNMD
GNMK
PEN
NVCR
BAX
ABMD
IDXX
TFX
ITGR
SYK
RMD
NUVA
QDEL
ARAY
NTUS
LMAT
CERS
IVC
NVST
QTNT
STE
VCYT
KTWO
MZOR
AVNS
OXFD
HAE
CSII
HOLX
PODD
CFMS
OSUR
ELGX
CRY
ANIK
INGN
CTSO
SRDX
CUTR
BDX
XRAY
NXTM
ICUI
TNDM
NVRO
ATRC
GKOS
IRTC
HRC
ZBH
SRGA
RMTI
ALC
VIVO
SDC
WMGI
MDT
COO
CMD
NEOG
ACET
UNH
THC
DGX
HCA
CNC
AET
LH
CYH
WCG
ANTM
ESRX
TDOC
AMED
MOH
EHC
ENSG
FMS
DVA
BEAT
ACHC
UHS
CHE
SEM
LPNT
HSIC
PINC
OMI
ADUS
HUM
MCK
OPCH
AACH
SGRY
LHCG
BKD
CCRN
CI
CAH
ABC
USPH
CSU
AMN
TVTY
PETQ
ACET
PGNY
MD
GTS
ARA
GEN
DPLO
CVET
PDCO
HQY
CIVI
CYOU
NXGN
HSTM
MDSO
OMCL
CERN
INOV
LVGO
MDRX
VCRA
INSP
CHNG
CPSI
EVH
OTEX
HMSY
SDGR
ATHN
VEEV
IQV
TMO
ICLR
MEDP
WAT
NEO
QGEN
PPD
AVTR
PKI
CRL
SYNH
ILMN
BIO
BRKR
PACB
PRAH
TECH
CGEN
CBM
MTD
LMNX
FLDM
AXDX
NSTG
A
JNJ
PFE
MRK
LLY
NVS
AGN
MDCO
TARO
PCRX
PETX
EOLS
HEXO
ABBV
HZNP
XENT
JAZZ
BHC
CTLT
ECYT
GWPH
SUPN
CORT
PRGO
LCI
TTPH
TEVA
BMY
ZTS
AZN
BDSI
HSKA
AKAO
ANIP
ARVN
NKTR
ENDP
ACRX
COLL
TBPH
MYL
ASRT
AMRX
AMPH
ELAN
TXMD
ITCI
AVDL
CGC
ZYNE
OMER
TLRY
RVNC
ZGNX
MNK
MLNT
MDWD
SLRX
ACB
FOMX
OGI
TLGT
HEXO
LLL
HXL
LMT
TDY
NOC
RTN
AJRD
RTX
BA
GD
ERJ
EGL
CW
DCO
TXT
KTOS
HON
ATRO
BWXT
SPR
KEYW
PSN
HII
TGI
AAXN
SPA
MOG-A
HWM
VEC
TDG
CUB
COL
ESLT
AVAV
AIR
HEI
CHRW
UPS
ECHO
ATSG
FWRD
HUBG
EXPD
PKOH
AAWW
XPO
BEST
FDX
DAL
UAL
LUV
AAL
ALK
JBLU
HA
SAVE
ALGT
SKYW
CPA
LII
UFPI
USG
ALLE
SSD
AWI
MAS
OC
FBHS
AOS
ROCK
PATK
BLDR
TREX
DOOR
JELD
PGTI
AAON
WMS
CNR
CBPX
GFF
AMWD
NX
APOG
HCCI
HNI
HCSG
UNF
MINI
KNL
ACCO
ROL
WCN
MSA
BCO
CVA
MGRC
VVI
CWST
PBI
WM
IAA
JCI
TRI
LABL
KAR
QUAD
CLH
CECE
TISI
ADSW
SRCL
KELYA
RSG
RBA
HDSN
DLX
INWK
ECOL
SP
TILE
TTEK
CPRT
JOBS
ABM
MLHR
CTAS
SCS
TPH
FIX
AEGN
MYRG
ORN
ACA
PWR
KBR
EME
MTZ
GVA
AMRC
GLDD
TPC
PRIM
NVEE
FLR
BZH
ACM
DY
J
GVA
AGX
FLR
AYI
AZZ
VICR
ROP
ST
FELE
HUBB
WIRE
ENPH
GNRC
RBC
AME
BE
EMR
ETN
AMOT
IIVI
THR
BLDP
PLUG
WATT
ROK
ENS
BRC
CSL
DHR
MMM
GE
PNR
DOV
PCAR
MLI
GGG
TRN
VMI
LNN
SNA
GTLS
BOOM
ITW
GBX
B
AIMC
GRC
CR
CAT
CMI
SWK
LECO
ARII
IEX
TEX
JBT
RXN
KAI
FTV
FLOW
GHM
AIN
ALG
XYL
WAB
OSK
PRLB
CFX
TKR
BGG
TRS
TNC
FSS
CMCO
SPXC
SXI
BRSS
ITT
ROLL
TWIN
PLOW
IR
KMT
AGCO
HSC
NPO
WBT
GTES
HY
ASTE
WTS
MTW
PH
MIDD
WNC
WBC
CIR
TWI
MNTX
CNHI
FLS
XONE
NNBR
MWA
RAIL
MCRN
KRNT
MTOR
CYD
ESE
WWD
DE
DCI
NDSN
TTC
EPAC
NAV
MMLP
SALT
CMRE
KEX
MATX
NMM
TOO
SB
TGP
DSX
NM
FRO
RGP
MAN
EFX
RHI
TBI
HSII
TRU
ASGN
FCN
CBZ
CCC
EXPO
NSP
NLSN
KFRC
HURN
VRSK
MG
WAGE
DNB
UPWK
NCI
GPX
ICFI
FC
WLDN
ACTG
KFY
MRTN
JBHT
KSU
HTLD
CP
KNX
CSX
LSTR
UNP
CVLG
ODFL
NSC
R
WERN
SAIA
SNDR
CAR
YRCW
RRTS
GWR
UHAL
UBER
HTZ
LYFT
FAST
GATX
RUSHA
GWW
WSO
MSM
AIT
HEES
SITE
URI
MRC
AYR
LAWS
CAI
DNOW
KAMN
UNVR
WCC
IBP
VRTV
DXPE
AL
AER
TGH
BECN
TITN
GMS
HDS
MIC
WAIR
CALX
ERIC
NTGR
MITL
FFIV
HLIT
AUDC
JNPR
ATEN
EXTR
HIVE - DEFUNCT
NOK
RBBN
MSI
PLT
LHX
LITE
ANET
ADTN
RDWR
QCOM
CLFD
IDCC
COMM
SATS
ARRS
AAOI
INFN
VSAT
PCTI
OCLR
UI
WIFI
CSCO
SWIR
PANW
EMKR
FNSR
CIEN
CAMP
CMTL
USAT
LOGI
STX
CAJ
EFII
IVAC
XRX
NCR
CRAY
DBD
CLS
WDC
KEM
AAPL
CRNT
MXWL
GPRO
DDD
SYNA
QTM
USAT
SSYS
NICE
HPQ
PSTG
DELL
NTAP
HPE
BB
BMI
APH
GLW
AXE
ESIO
TEL
BDC
LFUS
CGNX
PLXS
TTMI
AVT
FARO
BHE
ARW
CTS
OSIS
OLED
FLEX
KN
NATI
CTRL
ROG
IPGP
FLIR
ITRI
CDW
FN
ZBRA
VSH
ORBK
NSIT
VPG
RSYS
FIT
TRMB
SCSC
COHR
SANM
DLB
KEYS
TECD
MEI
MTSC
JBL
WUBA
SNAP
BCOV
LOGM
VRSN
TWLO
TNET
SSTK
AKAM
CSGP
YNDX
CRTO
EBAY
GRUB
ETSY
PINS
EQIX
SPSC
EGOV
QNST
SPOT
PRFT
CRCM
MIXT
GOOGL
TWTR
FB
LPSN
FIVN
BAND
LEAF
SJR
EIGI
PYPL
P
MIME
JCOM
INST
CDLX
EVER
OSPN
MB
SEND
MEET
MTCH
MELI
GDDY
QTWO
TTGT
DHX
ECOM
YELP
ZG
TTD
STMP
IAC
NEWR
DBX
ANGI
RDFN
ALRM
CSOD
HDP
TRUE
BNFT
ENV
ENT
QUOT
CARG
AMBR
EB
GOGO
BCOR
APPF
GTT
WUBA
WIX
SOHU
BIDU
YY
SE
NTES
BZUN
NTNX
VNET
MOMO
BOX
SINA
WB
OKTA
SNOW
BITA
DOCU
CLDR
YEXT
GTT
COUP
LQDT
MDB
WORK
PAYX
WIT
INFY
WNS
IBM
LLNW
FDC
UIS
FISV
EEFT
MA
ADP
V
CTSH
TSS
CACI
SREV
FSLY
ADS
GPN
FIS
WEX
EXLS
INAP
EVTC
WU
CATM
FORR
STNE
BAH
BR
MGI
LDOS
G
HCKT
IT
VRTU
INXN
CSGS
JKHY
TTEC
SYKE
EPAM
WP
SQ
AYX
TDC
FLT
MANT
DXC
VRRM
SWCH
SABR
PFSW
BKI
RAMP
RPAY
DOX
PRSP
LXFT
MMS
IIIV
SAIC
ACN
PAYX
ASML
TSM
TXN
TER
LRCX
XLNX
MLNX
NVEC
STM
ENTG
INTC
CY
NXPI
IDTI
AMKR
AMD
FSLR
MXIM
MKSI
VECO
LSCC
SLAB
CREE
SPWR
KLAC
UCTT
FORM
AXTI
COHU
UMC
IPHI
MPWR
POWI
PXLW
ON
DSPG
SWKS
SEDG
CRUS
SIMO
RMBS
ONTO
NPTN
ICHR
QRVO
AEIS
CEVA
MCHP
MTSI
MXL
ACLS
PDFS
AOSL
RTEC
DIOD
XPER
ACIA
BRKS
CCMP
HIMX
TSEM
AMAT
NVDA
KLIC
CSIQ
DQ
AMBA
ADI
SMTC
MRVL
JKS
PLAB
AVGO
CDNS
CTXS
CHKP
MANH
ELLI
VRNS
CVLT
MSFT
FEYE
ULTI
TWOU
MSTR
SWI
DT
NOW
SSNC
PTC
BLKB
PEGA
AVID
DMRC
MOBL
SHOP
NTCT
ATTU
ATVI
FTNT
TEAM
ZEN
PFPT
TIVO
PRO
BL
CDK
DATA
ALLT
ZNGA
PAYC
QLYS
CA
TYL
ANSS
RPD
PLUS
WK
FROG
PING
ACIW
SPNS
SVMK
EA
TTWO
NLOK
HUBS
AZPN
GLUU
IMPV
EPAY
MITK
PCTY
RP
SAIL
IMMR
NET
ALTR
FSCT
EVBG
PS
AVLR
CDAY
UPLD
BILL
APPN
TYPE
MGNI
TLND
ZIXI
SSTI
CYBR
FICO
DDOG
CARB
MODN
RST
TUFN
GLOB
PLTR
NUAN
OPRA
WDAY
INTU
PLAN
VMW
ADSK
QADA
ZM
CRM
SPLK
SNPS
ZS
VRNT
CRWD
ESTC
ZUO
PD
SMAR
GWRE
ADBE
ASAN
ORCL
PVTL
RHT
FDS
RPM
OMN
SXT
PPG
NGVT
SCL
AXTA
HWKN
DOW
CE
KOP
SHW
ECL
ESI
GRA
VVV
KRA
NEU
TROX
MEOH
HUN
DD
EMN
MTX
LYB
FMC
MOS
IPI
UAN
AVNT
WLK
IPHS
RYAM
TREC
IOSP
CC
SMG
ALB
OLN
CF
KRO
AMRS
LIN
LXU
KWR
TSE
TG
IFF
AVD
ASH
APD
SQM
CBT
SUM
CX
FRTA
MLM
EXP
USCR
CSTE
VMC
JHX
CCK
GPK
AVY
SLGN
SON
PKG
OI
SEE
MYE
ATR
BLL
WRK
AMCR
BERY
GEF
AA
CMC
STLD
KALU
GG
FCX
NUE
SCHN
CRS
RS
MTRN
CLF
SCCO
AEM
CDE
RYI
GSS
SLCA
NEM
ATI
X
CENX
BVN
TMST
HCR
AKS
RGLD
KGC
CMP
FNV
PAAS
GOLD
ZEUS
KL
AG
NGD
SXC
HL
WPM
HAYN
GSM
SAND
WOR
KS
IP
BCC
LPX
NP
CLW
SWM
UFS
GLT
IRDM
VZ
T
ORBC
EGHT
ATNI
CNSL
CTL
ZAYO
VG
CCOI
CBB
FTR
DGII
OOMA
SPOK
SBAC
TNAV
TMUS
USM
TDS
SHEN
RNG
S
NEE
AEP
EIX
ETR
EE
SO
XEL
IDA
PNW
PNM
POR
FE
OTTR
EXC
SPKE
ES
DUK
PPL
EVRG
CWEN
OGE
MGEE
ALE
OKE
OGS
SJI
CPK
NWN
NFG
SWX
ENB
BPL
ATO
SR
UGI
NJR
ORA
BEP
NRG
AES
PEGI
VSLR
SKYS
NWE
SCG
DTE
PCG
CMS
UTL
PEG
NI
BKH
LNT
VVC
WEC
AVA
MDU
AEE
D
CNP
SRE
ED
AWR
WTRG
AWK
CWT
CWCO
