ticker
GPC
ALV
GNTX
VNE
TOWR
DAN
SMP
ALSN
DORM
SRI
BWA
LKQ
APTV
CTB
THRM
VC
GT
LEA
AXL
TEN
SUP
SHYF
CORE
HZN
MOD
IEP
MGA
MPAA
FOXF
WGO
TSLA
HOG
F
FCAU
RACE
GM
HMC
NIO
THO
WGO
POOL
EDU
TAL
LRN
CSV
ZVO
SCI
WW
BID
RGS
ASCMA
FTDR
TMX
STRA
HMHC
LOPE
ATGE
BFAM
PRDO
APEI
HI
STON
MATW
HRB
DPZ
ISCA
CCL
SONC
QSR
TACO
CMG
LVS
BJRI
BLMN
BYD
DENN
EAT
WYND
SIX
DIN
TXRH
CHDN
NDLS
YUMC
HABT
YUM
RCL
DNKN
PENN
SBUX
MGM
SHAK
CAKE
LOCO
MCRI
RUTH
WING
DFRG
MCS
BEL
WEN
HLT
FUN
TRK
H
VAC
SGMS
FRGI
PZZA
CHH
MLCO
SEAS
TAST
CBRL
WYNN
RRGB
CHUY
PLNT
BOJA
PBPB
CZR
KONA
MAR
MCD
NCLH
STAY
ZOES
DKNG
KRUS
ARMK
JACK
TOUR
MTN
PLAY
CCL
DRI
BSET
HELE
NVR
IRBT
WHR
MTH
PHM
LBY
GRMN
TUP
TMHC
MHO
SNE
CCS
TPX
MDC
MHK
ETH
NWL
LEG
LGIH
BLD
WLH
ROKU
UEIC
ZAGG
DHI
LZB
SONO
KIRK
TOL
HOV
LOVE
SODA
NFLX
PETS
CHGG
MMYT
SFLY
NTRI
FVRR
OSTK
APRN
TVPT
FLWS
AMZN
W
EXPE
BABA
WIN
BKNG
GRPN
TRIP
REAL
JMIA
RVLV
PDD
FTCH
VIPS
JD
ATHM
TCOM
LE
SFIX
CHWY
MAT
HAS
PII
BGFV
ELY
MPX
RGR
BC
ESCA
JAKK
VSTO
YETI
PTON
MBUU
GOLF
NLS
CLAR
MCFT
DOOO
SPWH
SWBI
JOUT
HTHT
HTHT
JOUT
IPG
MANU
SIRI
OMC
CETV
MORN
CMCSA
MDCA
NEWM
IMAX
WWE
ATUS
CHTR
MSGN
AMCX
AMC
NCMI
FOXA
GCI
SBGI
MCHX
TPCO
DISCA
NYT
CNK
NXST
GTN
MDP
TRCO
NWSA
LGF-A
LYV
EVC
CABO
VIAC
DISH
SSP
ETM
MSGS
CCO
TSQ
HMTV
TME
HUYA
VIAB
DIS
MANU
IQ
LORL
ESGC
ESGC
JW-A
SCHL
DDS
KSS
TGT
M
JCP
DLTR
BURL
JWN
DG
OLLI
BIG
FRED
BBBY
SNBR
TTS
TCS
LAD
AN
TSCO
GNC
PAG
ABG
SYX
MNRO
HZO
ORLY
RCII
HVT
MUSA
AAN
GPI
SAH
FND
CVNA
XOXO
LL
CWH
L
MED
VSI
TA
FTD
ODP
PRTY
AAP
SBH
SQBG
CRMT
HD
BKS
LOW
TJX
LB
SCVL
PLCE
SSI
CATO
ROST
WSM
CAL
FL
HIBB
BKE
URBN
BBY
DKS
ANF
TIF
CHS
GPS
AEO
GES
FIVE
TLRD
SIG
EXPR
BBW
ULTA
ZUMZ
TLYS
GCO
AZO
CONN
GME
DBI
RH
ASNA
FRAN
KMX
LEVI
VFC
CRI
CROX
SHOO
TPR
RL
GIL
DECK
SKX
COLM
UAA
CPRI
WWW
HBI
GOOS
FOSL
ICON
MOV
CTRN
JILL
PVH
MIK
CULP
GIII
VRA
OXM
LULU
APEX
NKE
PEP
STZ
KO
SAM
CCEP
KDP
TAP
MGPI
BUD
COKE
BREW
MNST
CELH
FIZZ
CAG
LNDC
JBSS
BG
FDP
PPC
K
KHC
STKL
ADM
INGR
MDLZ
FRPT
DAR
LANC
THS
NOMD
FLO
JJSF
BGS
FARM
TWNK
HSY
HAIN
BYND
TSN
DFODQ
POST
SJM
HRL
CPB
CALM
GIS
SAFM
CVGW
SVU
WBA
CHEF
SFM
PSMT
SYY
ANDE
NHTC
PFGC
CVS
GO
SPTN
SFS
WMT
BJ
NGVC
KR
CASY
UNFI
IMKTA
COST
RAD
PG
WDFC
USNA
KMB
IPAR
CHD
AVP
CL
EL
CLX
NUS
PBH
HLF
COTY
ENR
SPB
CENT
EPC
BRBR
PM
MO
VGR
XXII
UVV
FGP
SLB
HAL
BKR
CLB
FTI
HLX
PTEN
SPNX
WFT
NOV
PES
WES-Defunct
RDC
RES
OII
NE
HOS
TRP
OIS
DRQ
ASPN
SEP
EEP
CKH
MMP
DO
RIG
PAA
PKD
PUMP
MDR
TTI
FI
ICD
NBR
NR
NEX
VAL
CVIA
ET
MTRX
TS
NS
BRS
RNET
FET
APU
UNT
SPH
CRRT
NGS
GEOS
HP
FGP
KMI
CVRR
VLO
EQT
EQM
CLD
ARLP
PEIX
CEQP
APC
MTDR
CXO
NBL
EPD
HES
TGE
SU
WLL
OVV
PE
AR
NFX
QEP
COP
CNX
PBF
SN
CVE
DVN
RRC
SM
SWN
COG
INT
CRC
XOM
CVX
PSX
PSXP
IMO
MPC
MPLX
WMB
FANG
WPX
REN
CRZO
CDEV
PAGP
GTE
BTE
EMES
CPE
EGN
JONE
CCJ
ASC
HEP
ANDX
MRO
APA
PXD
XEC
SRCI
PDCE
WTI
CRK
DK
TALO
LPI
HK
GPRE
EPE
DCP
DKL
DNR
STNG
HFC
MUR
TRGP
NRP
GEL
GLP
CLR
EOG
CLNE
MR
REGI
SEMG
NOG
LNG
CLMT
CQP
KOS
HPR
OXY
DHT
NGL
WES
OAS
GLOG
TCP
TK
SFL
TNK
NAT
AREX
SDRL
GLNG
TRMD
GPOR
AXAS
EURN
BLK
GS
MS
SCHW
BK
STT
NTRS
EVR
LM
SEIC
CNS
AMG
AMTD
MC
BEN
WDR
IVZ
COWN
APAM
HF
SF
BX
BGCP
TW
AMP
RJF
TROW
LAZ
CG
FHI
LPLA
HLI
WETF
KKR
PIPR
GHL
AI
HLNE
MAIN
SFE
SSSS
LTS
SCU
PSEC
OCSL
PNNT
EV
SNEX
WFC
PNC
USB
STI
HOMB
TFC
CIT
CFG
CMA
FCB
CTBI
BOKF
HBAN
STBA
CHCO
LKFN
PRK
ETFC
ALLY
SYF
IBKR
NAVI
FCFS
DFS
