quarter,Ticker,Company_Name,Name,Type,Estimated_Value
fq2-2020,AXON,"Axon Enterprise, Inc.",Sentinel,Analyst,0.22
fq2-2020,AXON,"Axon Enterprise, Inc.",robert brand,Analyst,0.22
fq2-2020,AXON,"Axon Enterprise, Inc.",KH932806,Analyst,0.23
fq2-2020,AXON,"Axon Enterprise, Inc.",MarkMessierFan,Analyst,0.25
fq2-2020,AXON,"Axon Enterprise, Inc.",Ducsun,Analyst,0.4
fq2-2020,AXON,"Axon Enterprise, Inc.",RensPuts,Analyst,0.4
fq3-2020,AXON,"Axon Enterprise, Inc.",AXON Reported Earnings,Generic,0.4
fq3-2020,AXON,"Axon Enterprise, Inc.",Estimize Consensus,Generic,0.23
fq3-2020,AXON,"Axon Enterprise, Inc.",Estimize Mean,Generic,0.23
fq3-2020,AXON,"Axon Enterprise, Inc.",Wall Street Consensus,Generic,0.2
fq3-2020,AXON,"Axon Enterprise, Inc.",GregTripple,Analyst,0.3
fq3-2020,AXON,"Axon Enterprise, Inc.",djh,Analyst,0.3
fq3-2020,AXON,"Axon Enterprise, Inc.",Ron,Analyst,0.3
fq3-2020,AXON,"Axon Enterprise, Inc.",robert brand,Analyst,0.24
fq3-2020,AXON,"Axon Enterprise, Inc.",KH932806,Analyst,0.23
fq3-2020,AXON,"Axon Enterprise, Inc.",Ducsun,Analyst,0.22
fq3-2020,AXON,"Axon Enterprise, Inc.",Bill,Analyst,0.22
fq3-2020,AXON,"Axon Enterprise, Inc.",Ben Jen,Analyst,0.22
fq3-2020,AXON,"Axon Enterprise, Inc.",Analyst_4321238,Analyst,0.21
fq3-2020,AXON,"Axon Enterprise, Inc.",bdc32,Analyst,0.21
fq3-2020,AXON,"Axon Enterprise, Inc.",Scott Berg,Analyst,0.2
fq3-2020,AXON,"Axon Enterprise, Inc.",Analyst_7826317,Analyst,0.2
fq3-2020,AXON,"Axon Enterprise, Inc.",Andrew Uerkwitz,Analyst,0.16
fq3-2020,AXON,"Axon Enterprise, Inc.",Bigorangedave,Analyst,0.14
fq4-2020,AXON,"Axon Enterprise, Inc.",AXON Reported Earnings,Generic,1
fq4-2020,AXON,"Axon Enterprise, Inc.",Estimize Consensus,Generic,0.39
fq4-2020,AXON,"Axon Enterprise, Inc.",Estimize Mean,Generic,0.38
fq4-2020,AXON,"Axon Enterprise, Inc.",Wall Street Consensus,Generic,0.36
fq4-2020,AXON,"Axon Enterprise, Inc.",GregTripple,Analyst,0.45
fq4-2020,AXON,"Axon Enterprise, Inc.",robert brand,Analyst,0.45
fq4-2020,AXON,"Axon Enterprise, Inc.",KH932806,Analyst,0.43
fq4-2020,AXON,"Axon Enterprise, Inc.",Ducsun,Analyst,0.43
fq4-2020,AXON,"Axon Enterprise, Inc.",djh,Analyst,0.42
fq4-2020,AXON,"Axon Enterprise, Inc.",Bigorangedave,Analyst,0.42
fq4-2020,AXON,"Axon Enterprise, Inc.",Analyst_4671258,Analyst,0.41
fq4-2020,AXON,"Axon Enterprise, Inc.",Jen_F,Analyst,0.41
fq4-2020,AXON,"Axon Enterprise, Inc.",Seandc37796,Analyst,0.4
fq4-2020,AXON,"Axon Enterprise, Inc.",Bill,Analyst,0.39
fq4-2020,AXON,"Axon Enterprise, Inc.",Scott Berg,Analyst,0.38
fq4-2020,AXON,"Axon Enterprise, Inc.",bdc32,Analyst,0.38
fq4-2020,AXON,"Axon Enterprise, Inc.",Analyst_1449431,Analyst,0.36
fq4-2020,AXON,"Axon Enterprise, Inc.",Andrew Uerkwitz,Analyst,0.26
fq4-2020,AXON,"Axon Enterprise, Inc.",MarkMessierFan,Analyst,0.17
fq1-2020,ABBV,AbbVie Inc.,ABBV Reported Earnings,Generic,2.42
fq1-2020,ABBV,AbbVie Inc.,ABBV Guidance,Generic,2.29
fq1-2020,ABBV,AbbVie Inc.,Estimize Consensus,Generic,2.27
fq1-2020,ABBV,AbbVie Inc.,Estimize Mean,Generic,2.25
fq1-2020,ABBV,AbbVie Inc.,Wall Street Consensus,Generic,2.25
fq1-2020,ABBV,AbbVie Inc.,Nobby,Analyst,2.45
fq1-2020,ABBV,AbbVie Inc.,Analyst_Holly,Analyst,2.34
fq1-2020,ABBV,AbbVie Inc.,Armour65,Analyst,2.32
fq1-2020,ABBV,AbbVie Inc.,rpajam,Analyst,2.32
fq1-2020,ABBV,AbbVie Inc.,robertoagodinez,Analyst,2.31
fq1-2020,ABBV,AbbVie Inc.,Analyst_831609,Analyst,2.3
fq1-2020,ABBV,AbbVie Inc.,Helsou,Analyst,2.29
fq1-2020,ABBV,AbbVie Inc.,Analyst_2777191,Analyst,2.29
fq1-2020,ABBV,AbbVie Inc.,Analyst_7906962,Analyst,2.28
fq1-2020,ABBV,AbbVie Inc.,Opskie,Analyst,2.28
fq1-2020,ABBV,AbbVie Inc.,Knute,Analyst,2.28
fq1-2020,ABBV,AbbVie Inc.,Ben Jen,Analyst,2.28
fq1-2020,ABBV,AbbVie Inc.,Scott P. Cunningham,Analyst,2.27
fq1-2020,ABBV,AbbVie Inc.,Bigmar,Analyst,2.27
fq1-2020,ABBV,AbbVie Inc.,Cwill,Analyst,2.27
fq1-2020,ABBV,AbbVie Inc.,Options4Life,Analyst,2.27
fq1-2020,ABBV,AbbVie Inc.,kerry burrell,Analyst,2.27
fq1-2020,ABBV,AbbVie Inc.,Bill,Analyst,2.27
fq1-2020,ABBV,AbbVie Inc.,Analyst_2861660,Analyst,2.26
fq1-2020,ABBV,AbbVie Inc.,Time_Seller,Analyst,2.26
fq1-2020,ABBV,AbbVie Inc.,Frederick Tremblay,Analyst,2.26
fq1-2020,ABBV,AbbVie Inc.,Analyst_5039344,Analyst,2.25
fq1-2020,ABBV,AbbVie Inc.,Analyst_6079653,Analyst,2.25
fq1-2020,ABBV,AbbVie Inc.,Analyst_5626156,Analyst,2.24
fq1-2020,ABBV,AbbVie Inc.,PCLA,Analyst,2.24
fq1-2020,ABBV,AbbVie Inc.,JABOM_AM,Analyst,2.23
fq1-2020,ABBV,AbbVie Inc.,RWDKPD,Analyst,2.22
fq1-2020,ABBV,AbbVie Inc.,Analyst_4615816,Analyst,2.22
fq1-2020,ABBV,AbbVie Inc.,BirdT,Analyst,2.22
fq1-2020,ABBV,AbbVie Inc.,Drogness,Analyst,2.19
fq2-2020,ABBV,AbbVie Inc.,ABBV Reported Earnings,Generic,2.34
fq2-2020,ABBV,AbbVie Inc.,ABBV Guidance,Generic,2.13
fq2-2020,ABBV,AbbVie Inc.,Estimize Consensus,Generic,2.29
fq2-2020,ABBV,AbbVie Inc.,Estimize Mean,Generic,2.29
fq2-2020,ABBV,AbbVie Inc.,Wall Street Consensus,Generic,2.2
fq2-2020,ABBV,AbbVie Inc.,LA_Engineer,Analyst,2.34
fq2-2020,ABBV,AbbVie Inc.,GregTripple,Analyst,2.35
fq2-2020,ABBV,AbbVie Inc.,ztg1993,Analyst,2.35
fq2-2020,ABBV,AbbVie Inc.,Snpman,Analyst,2.35
fq2-2020,ABBV,AbbVie Inc.,rpajam,Analyst,2.36
fq2-2020,ABBV,AbbVie Inc.,Knute,Analyst,2.31
fq2-2020,ABBV,AbbVie Inc.,Analyst_5569766,Analyst,2.39
fq2-2020,ABBV,AbbVie Inc.,Cwill,Analyst,2.39
fq2-2020,ABBV,AbbVie Inc.,Analyst_8367894,Analyst,2.28
fq2-2020,ABBV,AbbVie Inc.,Burdman1000,Analyst,2.28
fq2-2020,ABBV,AbbVie Inc.,kerry burrell,Analyst,2.28
fq2-2020,ABBV,AbbVie Inc.,Analyst_6476509,Analyst,2.27
fq2-2020,ABBV,AbbVie Inc.,DF_5082802,Analyst,2.26
fq2-2020,ABBV,AbbVie Inc.,Analyst_8113162,Analyst,2.26
fq2-2020,ABBV,AbbVie Inc.,Medic2525,Analyst,2.26
fq2-2020,ABBV,AbbVie Inc.,Christopher Smith,Analyst,2.25
fq2-2020,ABBV,AbbVie Inc.,Ben Jen,Analyst,2.24
fq2-2020,ABBV,AbbVie Inc.,Analyst_6662580,Analyst,2.23
fq2-2020,ABBV,AbbVie Inc.,Analyst_7009256,Analyst,2.23
fq2-2020,ABBV,AbbVie Inc.,Time_Seller,Analyst,2.23
fq2-2020,ABBV,AbbVie Inc.,Analyst_2360728,Analyst,2.23
fq2-2020,ABBV,AbbVie Inc.,Drogness,Analyst,2.45
fq2-2020,ABBV,AbbVie Inc.,Analyst_6452210,Analyst,2.45
fq2-2020,ABBV,AbbVie Inc.,kobv,Analyst,2.22
fq2-2020,ABBV,AbbVie Inc.,Analyst_Holly,Analyst,2.22
fq2-2020,ABBV,AbbVie Inc.,Manolito,Analyst,2.21
fq2-2020,ABBV,AbbVie Inc.,Analyst_3670895,Analyst,2.21
fq2-2020,ABBV,AbbVie Inc.,Ron,Analyst,2.21
fq2-2020,ABBV,AbbVie Inc.,contract21,Analyst,2.21
fq2-2020,ABBV,AbbVie Inc.,Bill,Analyst,2.21
fq3-2020,ABBV,AbbVie Inc.,ABBV Reported Earnings,Generic,2.83
fq3-2020,ABBV,AbbVie Inc.,Estimize Consensus,Generic,2.78
fq3-2020,ABBV,AbbVie Inc.,Estimize Mean,Generic,2.74
fq3-2020,ABBV,AbbVie Inc.,Wall Street Consensus,Generic,2.76
fq3-2020,ABBV,AbbVie Inc.,rpajam,Analyst,2.84
fq3-2020,ABBV,AbbVie Inc.,Bob Ya,Analyst,2.82
fq3-2020,ABBV,AbbVie Inc.,kerry burrell,Analyst,2.81
fq3-2020,ABBV,AbbVie Inc.,Snpman,Analyst,2.81
fq3-2020,ABBV,AbbVie Inc.,Jen_F,Analyst,2.8
fq3-2020,ABBV,AbbVie Inc.,Knute,Analyst,2.8
fq3-2020,ABBV,AbbVie Inc.,DF_5082802,Analyst,2.8
fq3-2020,ABBV,AbbVie Inc.,Analyst_6143572,Analyst,2.8
fq3-2020,ABBV,AbbVie Inc.,Ben Jen,Analyst,2.8
fq3-2020,ABBV,AbbVie Inc.,Ron,Analyst,2.79
fq3-2020,ABBV,AbbVie Inc.,eduard_naumov,Analyst,2.79
fq3-2020,ABBV,AbbVie Inc.,JABOM_AM,Analyst,2.79
fq3-2020,ABBV,AbbVie Inc.,Analyst_8367894,Analyst,2.78
fq3-2020,ABBV,AbbVie Inc.,Bill,Analyst,2.78
fq3-2020,ABBV,AbbVie Inc.,Analyst_7183355,Analyst,2.77
fq3-2020,ABBV,AbbVie Inc.,IT_Champion,Analyst,2.9
fq3-2020,ABBV,AbbVie Inc.,Analyst_1561047,Analyst,2.9
fq3-2020,ABBV,AbbVie Inc.,LA_Engineer,Analyst,2.9
fq3-2020,ABBV,AbbVie Inc.,Star,Analyst,2.76
fq3-2020,ABBV,AbbVie Inc.,Analyst_1516839,Analyst,2.76
fq3-2020,ABBV,AbbVie Inc.,Gregg Gilbert,Analyst,2.76
fq3-2020,ABBV,AbbVie Inc.,Analyst_2088276,Analyst,2.74
fq3-2020,ABBV,AbbVie Inc.,PCLA,Analyst,2.74
fq3-2020,ABBV,AbbVie Inc.,Analyst_Holly,Analyst,2.71
fq3-2020,ABBV,AbbVie Inc.,Analyst_3162050,Analyst,2.71
fq3-2020,ABBV,AbbVie Inc.,Analyst_3719042,Analyst,2.71
fq3-2020,ABBV,AbbVie Inc.,coby255,Analyst,2.7
fq3-2020,ABBV,AbbVie Inc.,Christopher Smith,Analyst,2.69
fq3-2020,ABBV,AbbVie Inc.,Analyst_2861660,Analyst,2.69
fq3-2020,ABBV,AbbVie Inc.,Julian_01090807,Analyst,2.69
fq4-2020,ABBV,AbbVie Inc.,ABBV Reported Earnings,Generic,2.92
fq4-2020,ABBV,AbbVie Inc.,Estimize Consensus,Generic,2.92
fq4-2020,ABBV,AbbVie Inc.,Estimize Mean,Generic,2.91
fq4-2020,ABBV,AbbVie Inc.,Wall Street Consensus,Generic,2.85
fq4-2020,ABBV,AbbVie Inc.,DF_5082802,Analyst,2.91
fq4-2020,ABBV,AbbVie Inc.,Cwill,Analyst,2.91
fq4-2020,ABBV,AbbVie Inc.,Gary,Analyst,2.91
fq4-2020,ABBV,AbbVie Inc.,Analyst_9665942,Analyst,2.93
fq4-2020,ABBV,AbbVie Inc.,Drogness,Analyst,2.93
fq4-2020,ABBV,AbbVie Inc.,obdarenik,Analyst,2.9
fq4-2020,ABBV,AbbVie Inc.,coby255,Analyst,2.9
fq4-2020,ABBV,AbbVie Inc.,Analyst_Holly,Analyst,2.94
fq4-2020,ABBV,AbbVie Inc.,reachmaqsood,Analyst,2.9
fq4-2020,ABBV,AbbVie Inc.,Analyst_4911374,Analyst,2.89
fq4-2020,ABBV,AbbVie Inc.,Vts,Analyst,2.89
fq4-2020,ABBV,AbbVie Inc.,Christopher Smith,Analyst,2.95
fq4-2020,ABBV,AbbVie Inc.,Analyst_2861660,Analyst,2.95
fq4-2020,ABBV,AbbVie Inc.,eduard_naumov,Analyst,2.95
fq4-2020,ABBV,AbbVie Inc.,Knute,Analyst,2.95
fq4-2020,ABBV,AbbVie Inc.,buffoon,Analyst,2.88
fq4-2020,ABBV,AbbVie Inc.,Bill,Analyst,2.88
fq4-2020,ABBV,AbbVie Inc.,SmitandCo,Analyst,2.88
fq4-2020,ABBV,AbbVie Inc.,Ben Jen,Analyst,2.87
fq4-2020,ABBV,AbbVie Inc.,rpajam,Analyst,2.98
fq4-2020,ABBV,AbbVie Inc.,Analyst_9627817,Analyst,2.85
fq4-2020,ABBV,AbbVie Inc.,Gregg Gilbert,Analyst,2.84
fq4-2020,ABBV,AbbVie Inc.,Schomet_271828,Analyst,3
fq4-2020,ABBV,AbbVie Inc.,LA_Engineer,Analyst,3.01
fq4-2020,ABBV,AbbVie Inc.,kerry burrell,Analyst,3.01
fq4-2020,ABBV,AbbVie Inc.,Analyst_3670895,Analyst,2.8
fq4-2020,ABBV,AbbVie Inc.,Snpman,Analyst,3.05
fq4-2020,ABBV,AbbVie Inc.,Analyst_1561047,Analyst,3.05
fq4-2020,ABBV,AbbVie Inc.,Analyst_5569766,Analyst,2.4
fq1-2020,ABC,AmerisourceBergen Corporation,ABC Reported Earnings,Generic,1.76
fq1-2020,ABC,AmerisourceBergen Corporation,Estimize Consensus,Generic,1.74
fq1-2020,ABC,AmerisourceBergen Corporation,Estimize Mean,Generic,1.73
fq1-2020,ABC,AmerisourceBergen Corporation,Wall Street Consensus,Generic,1.67
fq1-2020,ABC,AmerisourceBergen Corporation,Analyst_umbi,Analyst,1.75
fq1-2020,ABC,AmerisourceBergen Corporation,Medic2525,Analyst,1.75
fq1-2020,ABC,AmerisourceBergen Corporation,Frederick Tremblay,Analyst,1.73
fq1-2020,ABC,AmerisourceBergen Corporation,Bill,Analyst,1.71
fq1-2020,ABC,AmerisourceBergen Corporation,Sentinel,Analyst,1.69
fq1-2020,ABC,AmerisourceBergen Corporation,Analyst_1425427,Analyst,1.68
fq1-2020,ABC,AmerisourceBergen Corporation,RWDKPD,Analyst,1.68
fq1-2020,ABC,AmerisourceBergen Corporation,Bob S.,Analyst,1.67
fq1-2020,ABC,AmerisourceBergen Corporation,Proximilar AI,Analyst,1.87
fq2-2020,ABC,AmerisourceBergen Corporation,ABC Reported Earnings,Generic,2.4
fq2-2020,ABC,AmerisourceBergen Corporation,Estimize Consensus,Generic,2.3
fq2-2020,ABC,AmerisourceBergen Corporation,Estimize Mean,Generic,2.31
fq2-2020,ABC,AmerisourceBergen Corporation,Wall Street Consensus,Generic,2.27
fq2-2020,ABC,AmerisourceBergen Corporation,Vitaly,Analyst,2.36
fq2-2020,ABC,AmerisourceBergen Corporation,Frederick Tremblay,Analyst,2.31
fq2-2020,ABC,AmerisourceBergen Corporation,Bill,Analyst,2.29
fq2-2020,ABC,AmerisourceBergen Corporation,RWDKPD,Analyst,2.28
fq3-2020,ABC,AmerisourceBergen Corporation,ABC Reported Earnings,Generic,1.85
fq3-2020,ABC,AmerisourceBergen Corporation,Estimize Consensus,Generic,1.7
fq3-2020,ABC,AmerisourceBergen Corporation,Estimize Mean,Generic,1.73
fq3-2020,ABC,AmerisourceBergen Corporation,Wall Street Consensus,Generic,1.58
fq3-2020,ABC,AmerisourceBergen Corporation,Analyst_9749378,Analyst,1.77
fq3-2020,ABC,AmerisourceBergen Corporation,Sentinel,Analyst,1.73
fq3-2020,ABC,AmerisourceBergen Corporation,Bill,Analyst,1.72
fq3-2020,ABC,AmerisourceBergen Corporation,Medic2525,Analyst,1.69
fq4-2020,ABC,AmerisourceBergen Corporation,ABC Reported Earnings,Generic,1.89
fq4-2020,ABC,AmerisourceBergen Corporation,Estimize Mean,Generic,-
fq4-2020,ABC,AmerisourceBergen Corporation,Wall Street Consensus,Generic,1.85
fq4-2020,ABC,AmerisourceBergen Corporation,Bill,Analyst,1.9
fq4-2020,ABC,AmerisourceBergen Corporation,Analyst_9615284,Analyst,1.8
fq1-2020,ABEO,Abeona Therapeutics Inc.,ABEO Reported Earnings,Generic,-0.52
fq1-2020,ABEO,Abeona Therapeutics Inc.,Estimize Consensus,Generic,-0.22
fq1-2020,ABEO,Abeona Therapeutics Inc.,Estimize Mean,Generic,-0.25
fq1-2020,ABEO,Abeona Therapeutics Inc.,Wall Street Consensus,Generic,-0.25
fq1-2020,ABEO,Abeona Therapeutics Inc.,"Elemer Piros, Ph.D.",Analyst,-0.31
fq1-2020,ABEO,Abeona Therapeutics Inc.,Kristen Kluska,Analyst,-0.24
fq1-2020,ABEO,Abeona Therapeutics Inc.,Joon Lee,Analyst,-0.21
fq2-2020,ABEO,Abeona Therapeutics Inc.,ABEO Reported Earnings,Generic,-0.14
fq2-2020,ABEO,Abeona Therapeutics Inc.,Estimize Consensus,Generic,-0.22
fq2-2020,ABEO,Abeona Therapeutics Inc.,Estimize Mean,Generic,-0.23
fq2-2020,ABEO,Abeona Therapeutics Inc.,Wall Street Consensus,Generic,-0.17
fq2-2020,ABEO,Abeona Therapeutics Inc.,Joon Lee,Analyst,-0.17
fq2-2020,ABEO,Abeona Therapeutics Inc.,Kristen Kluska,Analyst,-0.17
fq2-2020,ABEO,Abeona Therapeutics Inc.,Sentinel,Analyst,-0.26
fq2-2020,ABEO,Abeona Therapeutics Inc.,"Elemer Piros, Ph.D.",Analyst,-0.31
fq3-2020,ABEO,Abeona Therapeutics Inc.,ABEO Reported Earnings,Generic,-0.08
fq3-2020,ABEO,Abeona Therapeutics Inc.,Estimize Consensus,Generic,-0.16
fq3-2020,ABEO,Abeona Therapeutics Inc.,Estimize Mean,Generic,-0.18
fq3-2020,ABEO,Abeona Therapeutics Inc.,Wall Street Consensus,Generic,-0.14
fq3-2020,ABEO,Abeona Therapeutics Inc.,Bill,Analyst,-0.14
fq3-2020,ABEO,Abeona Therapeutics Inc.,Joon Lee,Analyst,-0.16
fq3-2020,ABEO,Abeona Therapeutics Inc.,Joon Lee,Analyst,-0.17
fq3-2020,ABEO,Abeona Therapeutics Inc.,Ben Jen,Analyst,-0.17
fq3-2020,ABEO,Abeona Therapeutics Inc.,Kristen Kluska,Analyst,-0.18
fq3-2020,ABEO,Abeona Therapeutics Inc.,"Elemer Piros, Ph.D.",Analyst,-0.24
fq4-2020,ABEO,Abeona Therapeutics Inc.,ABEO Reported Earnings,Generic,-0.17
fq4-2020,ABEO,Abeona Therapeutics Inc.,Estimize Consensus,Generic,-0.08
fq4-2020,ABEO,Abeona Therapeutics Inc.,Estimize Mean,Generic,-0.15
fq4-2020,ABEO,Abeona Therapeutics Inc.,Wall Street Consensus,Generic,-0.1
fq4-2020,ABEO,Abeona Therapeutics Inc.,Joon Lee,Analyst,-0.17
fq4-2020,ABEO,Abeona Therapeutics Inc.,Joon Lee,Analyst,-0.16
fq4-2020,ABEO,Abeona Therapeutics Inc.,Kristen Kluska,Analyst,-0.12
fq4-2020,ABEO,Abeona Therapeutics Inc.,"Elemer Piros, Ph.D.",Analyst,-0.24
fq4-2020,ABEO,Abeona Therapeutics Inc.,Bill,Analyst,-0.08
fq1-2020,ABG,"Asbury Automotive Group, Inc.",ABG Reported Earnings,Generic,1.8
fq1-2020,ABG,"Asbury Automotive Group, Inc.",Estimize Consensus,Generic,1.73
fq1-2020,ABG,"Asbury Automotive Group, Inc.",Estimize Mean,Generic,1.69
fq1-2020,ABG,"Asbury Automotive Group, Inc.",Wall Street Consensus,Generic,1.67
fq1-2020,ABG,"Asbury Automotive Group, Inc.",Ben Jen,Analyst,1.75
fq1-2020,ABG,"Asbury Automotive Group, Inc.",Bill,Analyst,1.72
fq1-2020,ABG,"Asbury Automotive Group, Inc.",Analyst_2777191,Analyst,1.71
fq1-2020,ABG,"Asbury Automotive Group, Inc.",Frederick Tremblay,Analyst,1.92
fq1-2020,ABG,"Asbury Automotive Group, Inc.",Stephanie Benjamin,Analyst,1.35
fq2-2020,ABG,"Asbury Automotive Group, Inc.",ABG Reported Earnings,Generic,2.52
fq2-2020,ABG,"Asbury Automotive Group, Inc.",Estimize Consensus,Generic,2.53
fq2-2020,ABG,"Asbury Automotive Group, Inc.",Estimize Mean,Generic,1.84
fq2-2020,ABG,"Asbury Automotive Group, Inc.",Wall Street Consensus,Generic,2.49
fq2-2020,ABG,"Asbury Automotive Group, Inc.",Bill,Analyst,2.51
fq2-2020,ABG,"Asbury Automotive Group, Inc.",Stephanie Benjamin,Analyst,2.5
fq2-2020,ABG,"Asbury Automotive Group, Inc.",Medic2525,Analyst,2.55
fq2-2020,ABG,"Asbury Automotive Group, Inc.",Sentinel,Analyst,-0.2
fq3-2020,ABG,"Asbury Automotive Group, Inc.",ABG Reported Earnings,Generic,4.08
fq3-2020,ABG,"Asbury Automotive Group, Inc.",ABG Guidance,Generic,4.04
fq3-2020,ABG,"Asbury Automotive Group, Inc.",Estimize Consensus,Generic,3.99
fq3-2020,ABG,"Asbury Automotive Group, Inc.",Estimize Mean,Generic,3.83
fq3-2020,ABG,"Asbury Automotive Group, Inc.",Wall Street Consensus,Generic,3.94
fq3-2020,ABG,"Asbury Automotive Group, Inc.",Ben Jen,Analyst,4.05
fq3-2020,ABG,"Asbury Automotive Group, Inc.",Stephanie Benjamin,Analyst,4.04
fq3-2020,ABG,"Asbury Automotive Group, Inc.",Bill,Analyst,4.01
fq3-2020,ABG,"Asbury Automotive Group, Inc.",Glenn Chin,Analyst,4
fq3-2020,ABG,"Asbury Automotive Group, Inc.",jean_acciari,Analyst,4
fq3-2020,ABG,"Asbury Automotive Group, Inc.",Analyst_8113162,Analyst,3.77
fq3-2020,ABG,"Asbury Automotive Group, Inc.",Stephanie Benjamin,Analyst,2.92
fq4-2020,ABG,"Asbury Automotive Group, Inc.",ABG Reported Earnings,Generic,4.44
fq4-2020,ABG,"Asbury Automotive Group, Inc.",Estimize Consensus,Generic,4.21
fq4-2020,ABG,"Asbury Automotive Group, Inc.",Estimize Mean,Generic,4.06
fq4-2020,ABG,"Asbury Automotive Group, Inc.",Wall Street Consensus,Generic,4.13
fq4-2020,ABG,"Asbury Automotive Group, Inc.",Glenn Chin,Analyst,4.37
fq4-2020,ABG,"Asbury Automotive Group, Inc.",Ben Jen,Analyst,4.25
fq4-2020,ABG,"Asbury Automotive Group, Inc.",Bill,Analyst,4.18
fq4-2020,ABG,"Asbury Automotive Group, Inc.",Stephanie Benjamin,Analyst,4.15
fq4-2020,ABG,"Asbury Automotive Group, Inc.",Stephanie Benjamin,Analyst,3.35
fq1-2020,ABM,ABM Industries Inc.,ABM Reported Earnings,Generic,0.39
fq1-2020,ABM,ABM Industries Inc.,Estimize Consensus,Generic,0.32
fq1-2020,ABM,ABM Industries Inc.,Estimize Mean,Generic,0.32
fq1-2020,ABM,ABM Industries Inc.,Wall Street Consensus,Generic,0.3
fq1-2020,ABM,ABM Industries Inc.,Frederick Tremblay,Analyst,0.35
fq1-2020,ABM,ABM Industries Inc.,Analyst_4454048,Analyst,0.34
fq1-2020,ABM,ABM Industries Inc.,Analyst_783524,Analyst,0.33
fq1-2020,ABM,ABM Industries Inc.,Bill,Analyst,0.32
fq1-2020,ABM,ABM Industries Inc.,Analyst_4977438,Analyst,0.3
fq1-2020,ABM,ABM Industries Inc.,Dem,Analyst,0.29
fq2-2020,ABM,ABM Industries Inc.,ABM Reported Earnings,Generic,0.6
fq2-2020,ABM,ABM Industries Inc.,Estimize Consensus,Generic,0.31
fq2-2020,ABM,ABM Industries Inc.,Estimize Mean,Generic,0.31
fq2-2020,ABM,ABM Industries Inc.,Wall Street Consensus,Generic,0.29
fq2-2020,ABM,ABM Industries Inc.,omni,Analyst,0.33
fq2-2020,ABM,ABM Industries Inc.,Sentinel,Analyst,0.31
fq2-2020,ABM,ABM Industries Inc.,Bill,Analyst,0.31
fq2-2020,ABM,ABM Industries Inc.,Ron,Analyst,0.3
fq2-2020,ABM,ABM Industries Inc.,jean_acciari,Analyst,0.3
fq3-2020,ABM,ABM Industries Inc.,ABM Reported Earnings,Generic,0.75
fq3-2020,ABM,ABM Industries Inc.,Estimize Mean,Generic,0.44
fq3-2020,ABM,ABM Industries Inc.,Wall Street Consensus,Generic,0.42
fq3-2020,ABM,ABM Industries Inc.,Bill,Analyst,0.47
fq3-2020,ABM,ABM Industries Inc.,Sentinel,Analyst,0.43
fq3-2020,ABM,ABM Industries Inc.,Madmoni,Analyst,0.43
fq4-2020,ABM,ABM Industries Inc.,ABM Reported Earnings,Generic,0.69
fq4-2020,ABM,ABM Industries Inc.,Estimize Consensus,Generic,0.75
fq4-2020,ABM,ABM Industries Inc.,Estimize Mean,Generic,0.75
fq4-2020,ABM,ABM Industries Inc.,Wall Street Consensus,Generic,0.7
fq4-2020,ABM,ABM Industries Inc.,Bill,Analyst,0.73
fq4-2020,ABM,ABM Industries Inc.,Ron,Analyst,0.75
fq4-2020,ABM,ABM Industries Inc.,jean_acciari,Analyst,0.77
fq1-2020,ABMD,Abiomed Inc.,ABMD Reported Earnings,Generic,1
fq1-2020,ABMD,Abiomed Inc.,Estimize Consensus,Generic,1.03
fq1-2020,ABMD,Abiomed Inc.,Estimize Mean,Generic,1.08
fq1-2020,ABMD,Abiomed Inc.,Wall Street Consensus,Generic,0.99
fq1-2020,ABMD,Abiomed Inc.,Bruce Nudell,Analyst,1
fq1-2020,ABMD,Abiomed Inc.,Sentinel,Analyst,1
fq1-2020,ABMD,Abiomed Inc.,Analyst_664242,Analyst,1.01
fq1-2020,ABMD,Abiomed Inc.,Mehrwert,Analyst,1.02
fq1-2020,ABMD,Abiomed Inc.,Bill,Analyst,1.02
fq1-2020,ABMD,Abiomed Inc.,Ram,Analyst,1.02
fq1-2020,ABMD,Abiomed Inc.,Analyst_8740811,Analyst,1.03
fq1-2020,ABMD,Abiomed Inc.,Frederick Tremblay,Analyst,1.05
fq1-2020,ABMD,Abiomed Inc.,Analyst_4751723,Analyst,1.06
fq1-2020,ABMD,Abiomed Inc.,Analyst_895856,Analyst,1.07
fq1-2020,ABMD,Abiomed Inc.,Analyst_883247,Analyst,1.08
fq1-2020,ABMD,Abiomed Inc.,Analyst_7465572,Analyst,1.08
fq1-2020,ABMD,Abiomed Inc.,Analyst_5619771,Analyst,1.11
fq1-2020,ABMD,Abiomed Inc.,Analyst_168584,Analyst,1.12
fq1-2020,ABMD,Abiomed Inc.,Analyst_9524944,Analyst,1.14
fq1-2020,ABMD,Abiomed Inc.,GregTripple,Analyst,1.15
fq1-2020,ABMD,Abiomed Inc.,Analyst_12345,Analyst,1.15
fq1-2020,ABMD,Abiomed Inc.,Analyst_3610920,Analyst,1.18
fq1-2020,ABMD,Abiomed Inc.,TradeWinds,Analyst,1.19
fq2-2020,ABMD,Abiomed Inc.,ABMD Reported Earnings,Generic,1.03
fq2-2020,ABMD,Abiomed Inc.,Estimize Consensus,Generic,0.96
fq2-2020,ABMD,Abiomed Inc.,Estimize Mean,Generic,0.98
